id,first_name,last_name,email,gender,ip_address,Lead_ID,Lead_Source,Lead_Creation_Date,Lead_Score,MQL_Flag,MQL_Date,SQL_Flag,SQL_Date,Customer_Flag,Conversion_Date,Customer_ID,Industry,Company_Size,Region,Decision_Maker_Role,ACV_USD,Sales_Cycle_Days,CAC_USD,LTV_USD,Churn_Flag,Churn_Date,Customer_Tenure_Months,Renewals_Count,Expansion_Flag,Logins_Per_Month,Active_Features_Used,Product_Usage_Hours,Tickets_Raised,Avg_Response_Time_Support,NPS_Score,Stage_Probability,Expected_Close_Date,Forecasted_Revenue
221,Janice,Waymont,jwaymont64@europa.eu,Female,229.93.247.198,221,Website,8/11/2023,57,TRUE,5/15/2023,FALSE,7/16/2025,FALSE,11/8/2024,CUST002,Retail,395,Thailand,Consultant,14655,56,2734,41761,FALSE,4/20/2024,39,10,FALSE,0,3,30,50,34.2,42,86.3,7/6/2025,40254
222,Dael,Verden,dverden65@cbc.ca,Female,107.118.252.28,222,Google Ads,2/27/2023,2,TRUE,5/17/2025,TRUE,3/15/2024,TRUE,1/22/2025,CUST005,Finance,1457,US,Head of Ops,8756,44,9720,48175,FALSE,2/24/2024,37,3,FALSE,29,8,76,18,19.3,8,76.9,10/16/2026,35657.9
223,Halley,Upstell,hupstell66@wired.com,Female,192.64.100.166,223,Event,6/23/2024,34,TRUE,12/6/2025,FALSE,4/30/2025,TRUE,4/21/2024,CUST006,Manufacturing,6681,Vietnam,CTO,32545,65,6974,37752,FALSE,8/23/2025,2,10,FALSE,10,9,166,32,10.2,38,75.3,1/25/2026,39561.2
224,Babbette,Applin,bapplin67@furl.net,Female,117.250.23.131,224,Google Ads,5/23/2024,47,FALSE,3/4/2023,TRUE,5/8/2024,FALSE,10/7/2025,CUST007,Finance,2787,US,CTO,29369,41,8316,44540,TRUE,7/4/2025,37,10,FALSE,19,5,310,43,48,38,47.3,6/10/2025,49785.8
225,Lee,Kytley,lkytley68@netscape.com,Polygender,229.223.221.60,225,Google Ads,2/11/2023,76,FALSE,3/6/2025,FALSE,10/8/2025,TRUE,2/6/2024,CUST001,Finance,1903,DACH,Head of Ops,37154,88,5411,37802,FALSE,6/14/2025,29,9,TRUE,25,2,30,45,1.8,31,4.8,3/18/2025,24267.4
226,Randy,Rounsivall,rrounsivall69@youtu.be,Male,131.61.29.197,226,Google Ads,3/18/2023,8,FALSE,9/6/2025,TRUE,4/23/2023,FALSE,6/27/2024,CUST008,Retail,6192,Vietnam,Consultant,18005,33,314,41500,TRUE,3/6/2024,47,8,FALSE,31,6,338,8,17,41,48.8,2/10/2026,42796.9
227,Wakefield,Gottelier,wgottelier6a@ox.ac.uk,Male,240.234.240.59,227,Event,6/13/2023,30,FALSE,5/19/2025,TRUE,12/17/2023,FALSE,2/16/2025,CUST006,Tech,1506,DACH,Consultant,20661,91,4577,23831,FALSE,2/3/2025,37,6,FALSE,25,3,166,9,16.8,89,28.6,6/10/2025,3294.4
228,Dorothy,Tague,dtague6b@webeden.co.uk,Female,16.165.56.61,228,Website,12/12/2023,13,TRUE,8/26/2024,TRUE,12/19/2025,FALSE,6/6/2025,CUST002,Tech,9439,APAC,Head of Ops,24360,35,3,19377,TRUE,2/9/2024,50,4,FALSE,19,10,355,5,1.7,56,9.7,2/5/2026,27212.2
229,Ada,Flute,aflute6c@state.tx.us,Female,17.242.93.143,229,Website,8/31/2023,29,TRUE,6/11/2024,FALSE,2/13/2023,TRUE,1/28/2025,CUST007,Logistics,1266,Thailand,CEO,28770,65,7013,46040,FALSE,9/13/2025,3,8,FALSE,2,10,21,47,49.5,18,85.4,11/21/2026,23840
230,Malia,Kensington,mkensington6d@youtu.be,Female,69.108.203.41,230,Website,5/30/2024,11,FALSE,12/5/2023,TRUE,2/24/2024,FALSE,2/13/2024,CUST006,Logistics,1736,DACH,Consultant,44923,82,7979,6047,TRUE,11/4/2024,47,8,FALSE,27,8,255,0,34.6,9,82.8,12/10/2026,26080.9
231,Morie,Furlong,mfurlong6e@eepurl.com,Male,146.49.98.95,231,Website,12/10/2023,25,TRUE,7/11/2025,FALSE,2/19/2023,TRUE,4/26/2024,CUST010,Logistics,8878,Vietnam,CTO,29978,10,9859,42979,FALSE,7/26/2024,14,8,FALSE,37,9,27,44,19.2,20,79.8,5/24/2025,11.4
232,Bald,Novik,bnovik6f@msu.edu,Male,221.242.217.206,232,LinkedIn,12/16/2024,14,TRUE,4/19/2024,FALSE,7/12/2024,FALSE,3/12/2025,CUST006,Logistics,2499,DACH,CTO,5060,66,5617,32832,TRUE,9/24/2025,43,8,FALSE,23,1,422,18,3.6,60,76.5,3/29/2025,3361.2
233,Kathleen,Tuxill,ktuxill6g@google.co.uk,Female,1.69.87.128,233,Event,8/19/2024,74,FALSE,6/23/2024,TRUE,5/31/2025,FALSE,9/18/2024,CUST003,Finance,6769,Vietnam,CEO,3652,15,5329,21726,TRUE,9/21/2024,16,7,FALSE,34,9,12,36,35.4,59,91.6,10/27/2025,7642.1
234,Fredrika,Galletley,fgalletley6h@blinklist.com,Female,128.22.218.92,234,LinkedIn,11/30/2023,1,FALSE,9/1/2023,FALSE,10/30/2023,TRUE,8/17/2025,CUST008,Logistics,2486,US,Head of Ops,38410,1,7568,31165,FALSE,6/28/2024,13,1,TRUE,45,8,473,23,29.2,9,52.8,4/30/2025,46424.7
235,Adam,Lawman,alawman6i@infoseek.co.jp,Male,111.102.19.60,235,LinkedIn,1/8/2024,3,FALSE,4/5/2023,TRUE,2/1/2023,TRUE,7/5/2024,CUST009,Retail,9122,Vietnam,Head of Ops,2428,58,2252,47778,FALSE,7/31/2024,3,5,FALSE,40,6,290,38,47,65,63.7,4/4/2026,39256.5
236,Jo-anne,Pegden,jpegden6j@123-reg.co.uk,Female,70.205.117.164,236,Google Ads,1/10/2024,36,TRUE,10/2/2025,TRUE,9/18/2025,TRUE,8/5/2024,CUST006,Logistics,1467,Thailand,CTO,37389,8,6589,9403,FALSE,4/30/2025,36,5,FALSE,3,4,87,25,29.1,90,43.5,11/8/2025,49869.3
237,Carlie,Ricciardelli,cricciardelli6k@dion.ne.jp,Male,170.228.245.102,237,LinkedIn,12/10/2024,44,FALSE,8/2/2025,TRUE,12/22/2023,FALSE,3/30/2025,CUST001,Tech,3005,US,Head of Ops,18355,81,3301,49451,TRUE,6/22/2025,36,10,FALSE,22,6,64,14,15.4,75,52.4,7/18/2025,2492
238,Laverna,Jahnig,ljahnig6l@desdev.cn,Female,235.148.219.246,238,Google Ads,6/3/2023,65,FALSE,9/9/2025,FALSE,5/7/2025,TRUE,1/9/2024,CUST004,Manufacturing,1432,Thailand,CTO,29471,72,4712,16436,FALSE,3/9/2024,50,1,FALSE,0,3,398,37,40.7,9,28.9,2/27/2026,1007.6
239,Karlyn,Kryszkiecicz,kkryszkiecicz6m@livejournal.com,Female,115.107.139.90,239,Google Ads,1/24/2023,15,FALSE,6/8/2025,TRUE,5/10/2025,FALSE,11/18/2025,CUST004,Retail,8154,Vietnam,Head of Ops,2335,27,7685,14555,FALSE,11/21/2024,16,1,FALSE,43,5,292,50,13.9,84,22.1,8/13/2026,41284
240,Glennis,Medgwick,gmedgwick6n@icq.com,Female,226.200.80.209,240,Website,11/3/2023,59,TRUE,4/9/2025,TRUE,6/25/2025,FALSE,5/28/2024,CUST002,Tech,1727,APAC,CEO,17527,79,1396,4734,FALSE,4/21/2025,6,8,FALSE,32,5,365,19,31.8,18,21.6,4/11/2025,39132.4
241,Durante,Wartonby,dwartonby6o@people.com.cn,Male,170.192.154.14,241,Google Ads,1/15/2024,35,TRUE,6/18/2025,FALSE,9/14/2023,TRUE,2/20/2024,CUST009,Retail,1147,Thailand,CTO,23840,60,5292,48042,FALSE,1/6/2024,43,6,FALSE,9,6,384,35,12,4,79.7,1/28/2026,25484.8
242,Alexio,Creegan,acreegan6p@cmu.edu,Male,45.252.55.133,242,Google Ads,2/21/2023,72,FALSE,8/11/2023,FALSE,6/4/2025,FALSE,12/29/2024,CUST009,Manufacturing,6049,DACH,CEO,40543,91,6761,4454,FALSE,6/11/2025,49,1,TRUE,19,5,55,23,15.2,96,12,7/4/2025,27256.5
243,Timmie,Heineken,theineken6q@mediafire.com,Female,64.5.170.143,243,Google Ads,12/20/2023,73,FALSE,6/4/2024,FALSE,1/19/2024,FALSE,2/17/2025,CUST008,Logistics,1448,DACH,CTO,13496,51,6957,30605,FALSE,8/26/2025,8,4,TRUE,23,7,76,41,3.8,79,96,3/21/2026,5528.1
244,Derek,Lidgett,dlidgett6r@nsw.gov.au,Male,39.210.122.68,244,Website,4/15/2024,20,FALSE,9/19/2024,TRUE,12/7/2025,FALSE,11/5/2024,CUST002,Manufacturing,1245,APAC,CEO,16306,41,2660,29881,FALSE,9/6/2024,7,8,FALSE,47,5,478,50,0.3,41,88.5,5/29/2026,7922.9
245,Aileen,Rickesies,arickesies6s@arstechnica.com,Female,58.105.142.30,245,Event,1/11/2024,84,FALSE,8/15/2023,TRUE,11/7/2023,FALSE,1/3/2025,CUST008,Retail,9826,Thailand,CTO,34380,98,5039,34875,TRUE,6/21/2024,5,10,TRUE,4,2,64,50,17.8,89,92,7/25/2026,19702.3
246,Debee,Moodycliffe,dmoodycliffe6t@xrea.com,Agender,189.158.224.97,246,Event,1/3/2024,53,TRUE,7/7/2023,TRUE,12/30/2023,FALSE,2/13/2024,CUST001,Logistics,1494,US,Head of Ops,12003,48,3259,33051,TRUE,12/1/2024,39,10,FALSE,17,0,318,10,37.9,72,11.1,3/30/2025,37955
247,Malissia,Hawtry,mhawtry6u@hud.gov,Female,97.2.60.86,247,Event,11/27/2023,15,FALSE,7/30/2023,FALSE,4/26/2023,TRUE,8/2/2025,CUST003,Manufacturing,694,APAC,Head of Ops,7010,77,2910,45820,FALSE,10/3/2025,33,8,TRUE,4,3,495,4,25.7,12,61.6,11/20/2025,11238.8
248,Delly,Coare,dcoare6v@google.it,Female,252.106.135.125,248,Google Ads,3/19/2023,49,TRUE,2/21/2025,FALSE,5/11/2024,TRUE,1/8/2025,CUST003,Finance,5688,Vietnam,CEO,46586,95,2237,30455,TRUE,6/28/2024,44,6,FALSE,46,7,4,45,5,61,26.8,2/16/2026,16278.7
249,Jareb,Hunnable,jhunnable6w@themeforest.net,Male,1.77.5.38,249,Google Ads,8/8/2024,63,FALSE,11/7/2023,FALSE,3/1/2024,TRUE,8/19/2025,CUST004,Logistics,8829,US,CTO,44407,70,3591,30677,TRUE,9/10/2024,14,4,TRUE,14,3,113,29,27.5,96,2.2,5/5/2025,46499.6
250,Gil,Wimlet,gwimlet6x@uiuc.edu,Male,147.225.45.48,250,Website,12/13/2023,5,TRUE,8/23/2025,FALSE,7/30/2024,FALSE,10/5/2024,CUST002,Finance,9319,DACH,Consultant,3100,6,2294,34801,FALSE,1/30/2025,7,0,FALSE,20,1,418,32,37.5,8,84.5,2/23/2026,20871.8
251,Hartwell,Ebbage,hebbage6y@ox.ac.uk,Male,172.143.203.199,251,Website,10/24/2023,69,TRUE,11/7/2024,FALSE,12/8/2023,FALSE,8/21/2025,CUST005,Retail,4171,Vietnam,Head of Ops,19758,90,2309,16993,FALSE,5/28/2025,49,6,TRUE,7,4,392,14,47.9,36,19.9,7/26/2026,21006.8
252,Joshia,Rennicks,jrennicks6z@bigcartel.com,Male,202.184.115.85,252,Website,7/19/2024,33,TRUE,1/11/2023,FALSE,2/29/2024,FALSE,6/20/2025,CUST010,Tech,3053,APAC,CTO,47084,46,2519,15882,TRUE,5/2/2025,15,7,FALSE,15,6,239,8,27.1,39,74.3,1/8/2026,48342.3
253,Nichols,Greneham,ngreneham70@census.gov,Male,12.71.201.126,253,Website,10/11/2024,11,TRUE,3/6/2023,FALSE,8/9/2024,TRUE,11/15/2025,CUST009,Manufacturing,5887,DACH,Consultant,6010,11,5249,26907,TRUE,12/14/2025,23,9,TRUE,1,5,194,42,29.5,35,58.3,8/16/2025,41200.3
254,Cori,Goakes,cgoakes71@cdbaby.com,Polygender,74.244.207.228,254,Event,12/28/2023,98,FALSE,1/28/2023,TRUE,8/13/2024,FALSE,11/30/2024,CUST007,Manufacturing,9367,Vietnam,Consultant,44729,52,6000,46201,FALSE,5/29/2025,1,7,FALSE,1,0,38,5,35.6,7,59,6/27/2026,31143.7
255,Sayres,Glentz,sglentz72@acquirethisname.com,Male,119.151.106.35,255,Website,11/20/2023,73,TRUE,3/8/2025,TRUE,9/5/2025,FALSE,3/4/2025,CUST008,Manufacturing,2663,DACH,CEO,35415,22,3550,8757,TRUE,1/9/2024,8,6,FALSE,22,7,6,7,13.9,34,43.8,10/8/2026,27820.2
256,Karney,Marcum,kmarcum73@china.com.cn,Male,178.19.34.209,256,Event,6/28/2023,29,FALSE,10/18/2025,TRUE,5/31/2024,FALSE,10/23/2024,CUST009,Retail,7666,Vietnam,CEO,49659,21,6366,33311,FALSE,11/6/2025,43,6,FALSE,2,1,271,16,44.3,13,7.1,7/11/2025,31207.4
257,Aleksandr,Boxhall,aboxhall74@1und1.de,Male,190.210.72.255,257,Event,9/29/2023,17,TRUE,9/4/2023,FALSE,5/29/2023,TRUE,10/20/2025,CUST009,Finance,8842,APAC,CTO,43422,7,3140,24549,TRUE,2/14/2024,10,6,TRUE,22,6,47,23,2.8,97,80.1,1/4/2025,45477.1
258,Renado,Berthome,rberthome75@mapquest.com,Genderfluid,65.253.159.130,258,LinkedIn,2/1/2024,80,TRUE,7/12/2023,TRUE,3/7/2023,FALSE,10/10/2024,CUST001,Finance,6395,Vietnam,CEO,3707,96,336,21681,FALSE,2/9/2024,21,5,FALSE,50,3,387,44,28.2,47,62.4,1/14/2026,32252.6
259,Moise,Chrystie,mchrystie76@xing.com,Male,137.180.211.201,259,Website,9/4/2023,71,FALSE,2/2/2025,FALSE,12/11/2025,FALSE,5/9/2025,CUST005,Retail,6115,APAC,CTO,41202,50,4329,46256,TRUE,12/23/2025,32,6,FALSE,28,7,146,3,36.9,78,91.6,8/18/2025,26592.9
260,Zared,Pasek,zpasek77@lycos.com,Male,193.42.111.125,260,Website,11/3/2023,63,TRUE,6/29/2025,TRUE,6/8/2024,FALSE,12/12/2024,CUST005,Logistics,711,Vietnam,CTO,20259,98,6316,8767,FALSE,11/2/2025,42,5,TRUE,5,7,15,4,48.5,23,25.8,1/23/2025,42595.4
261,Chris,Bunner,cbunner78@stanford.edu,Female,244.146.129.255,261,Google Ads,6/20/2023,86,FALSE,12/16/2023,TRUE,11/6/2025,TRUE,6/26/2025,CUST010,Manufacturing,512,Thailand,Head of Ops,13525,55,4388,1844,FALSE,6/7/2025,9,1,TRUE,23,6,384,9,4.1,14,68.5,8/29/2025,47259.8
262,Dirk,Constant,dconstant79@nationalgeographic.com,Male,207.171.218.206,262,Website,3/18/2023,62,FALSE,3/5/2024,TRUE,1/5/2023,TRUE,12/31/2024,CUST007,Logistics,9089,Vietnam,CTO,13124,59,5682,30315,FALSE,12/21/2024,8,1,FALSE,38,9,323,1,39,95,16.6,10/11/2026,41149.1
263,Kelly,Worge,kworge7a@ebay.co.uk,Male,206.232.130.222,263,Event,1/8/2023,56,TRUE,10/1/2025,FALSE,12/2/2023,FALSE,1/14/2025,CUST010,Finance,8402,DACH,Consultant,22120,48,7293,25007,TRUE,1/21/2025,18,10,FALSE,28,7,300,32,49,21,6.3,11/12/2026,33028.3
264,Allin,Mourge,amourge7b@ocn.ne.jp,Male,7.161.56.185,264,Website,8/19/2024,94,FALSE,10/23/2025,FALSE,5/8/2023,FALSE,8/31/2025,CUST008,Tech,2190,Thailand,Consultant,47062,67,2334,20994,TRUE,12/30/2025,2,8,TRUE,6,7,76,40,49.8,96,34.6,6/29/2025,3066.3
265,Gilles,Fathers,gfathers7c@tamu.edu,Male,182.6.229.109,265,Website,10/7/2023,27,FALSE,7/2/2024,FALSE,5/19/2024,TRUE,11/15/2024,CUST005,Logistics,7455,Thailand,Head of Ops,28742,85,3777,37174,FALSE,1/4/2024,37,1,FALSE,23,4,363,5,33.9,48,67.4,6/24/2025,26260
266,Pearla,Castagne,pcastagne7d@hugedomains.com,Female,108.13.170.15,266,Website,4/16/2023,40,TRUE,8/9/2024,FALSE,7/30/2025,TRUE,7/15/2024,CUST003,Retail,3807,DACH,CTO,12064,39,4861,17188,TRUE,11/26/2025,42,10,TRUE,33,10,401,30,40.4,86,26.7,2/11/2026,34316.5
267,Layne,Baddow,lbaddow7e@ovh.net,Female,223.244.123.107,267,Website,10/19/2023,91,FALSE,8/17/2024,TRUE,5/9/2024,TRUE,3/31/2025,CUST006,Logistics,384,US,Head of Ops,39724,63,8495,27385,FALSE,8/25/2024,7,1,TRUE,26,8,166,30,27.6,59,42.3,1/30/2025,18571.9
268,Benny,Easterbrook,beasterbrook7f@dot.gov,Female,155.130.179.124,268,Google Ads,2/10/2024,90,FALSE,9/29/2023,TRUE,7/26/2024,FALSE,9/13/2025,CUST009,Tech,414,Vietnam,Head of Ops,15221,95,1691,35359,TRUE,9/27/2024,18,4,FALSE,38,5,339,13,19.6,96,8.8,8/11/2026,16318.9
269,Adlai,Wyborn,awyborn7g@columbia.edu,Male,32.228.37.148,269,Event,5/23/2023,40,TRUE,3/12/2024,FALSE,3/6/2025,TRUE,9/22/2024,CUST005,Logistics,1338,US,Head of Ops,27054,2,6606,12087,FALSE,4/22/2025,0,10,FALSE,11,8,400,37,5.5,29,16.5,12/6/2026,47392
270,Rora,Plum,rplum7h@technorati.com,Female,84.142.229.111,270,Event,4/14/2023,85,TRUE,12/30/2025,FALSE,10/10/2024,FALSE,9/10/2024,CUST006,Logistics,6791,APAC,CTO,28485,80,743,5795,FALSE,10/2/2024,24,4,TRUE,44,0,190,16,33,76,2.6,12/4/2026,40511.7
271,Juanita,Doag,jdoag7i@seattletimes.com,Female,121.50.113.67,271,Website,4/24/2023,0,FALSE,8/27/2025,FALSE,11/19/2025,FALSE,10/7/2025,CUST004,Logistics,576,DACH,CTO,42079,24,1918,27310,FALSE,7/31/2025,14,10,TRUE,50,7,99,42,3,20,46.1,12/21/2026,7639.3
272,Carlita,Notman,cnotman7j@yellowpages.com,Female,57.131.176.108,272,Website,11/16/2024,40,TRUE,8/19/2024,TRUE,10/23/2024,TRUE,10/19/2024,CUST007,Manufacturing,4898,Vietnam,CTO,18874,5,4210,45780,TRUE,5/11/2024,34,4,FALSE,5,9,500,20,24.5,22,72.2,6/20/2026,34221.9
273,Clark,Indge,cindge7k@examiner.com,Male,216.49.118.252,273,Google Ads,1/3/2024,36,TRUE,8/4/2024,TRUE,3/17/2024,TRUE,6/27/2024,CUST006,Logistics,9260,Vietnam,CTO,6176,28,761,8525,FALSE,3/26/2025,8,5,FALSE,7,3,20,7,25.3,76,60.7,12/6/2026,19573.3
274,Donielle,Kaufman,dkaufman7l@xrea.com,Female,162.42.13.92,274,LinkedIn,10/29/2024,8,TRUE,4/24/2023,FALSE,3/9/2025,TRUE,5/6/2025,CUST008,Tech,7193,US,CTO,22090,17,4169,16669,TRUE,9/26/2025,15,3,FALSE,10,6,184,30,5.8,44,99.7,9/7/2026,41598.7
275,Jo-ann,Keefe,jkeefe7m@shop-pro.jp,Female,170.38.187.91,275,Event,8/10/2024,19,FALSE,12/27/2024,FALSE,2/28/2023,TRUE,8/18/2025,CUST009,Tech,4786,US,Consultant,44366,68,9679,25257,TRUE,6/2/2024,24,10,FALSE,39,10,127,44,35.6,66,62.5,7/6/2025,6428
276,Delly,Buckthought,dbuckthought7n@jalbum.net,Female,105.35.194.1,276,Event,8/4/2024,69,FALSE,5/5/2025,TRUE,5/12/2024,TRUE,1/10/2024,CUST006,Finance,7390,US,Head of Ops,27444,40,4884,27796,FALSE,7/20/2024,49,6,TRUE,0,7,139,3,25.7,68,42.1,2/4/2026,18837.5
277,Lucky,Sudell,lsudell7o@ebay.co.uk,Female,5.209.48.217,277,Website,7/14/2023,75,FALSE,10/16/2025,TRUE,12/17/2023,TRUE,10/8/2025,CUST006,Manufacturing,9877,US,Head of Ops,5446,53,6500,49558,TRUE,10/9/2024,39,10,TRUE,17,9,421,10,25.5,55,39.3,1/4/2025,182.7
278,Myrtice,Baylay,mbaylay7p@desdev.cn,Female,51.42.205.62,278,Website,5/1/2023,95,TRUE,9/5/2024,FALSE,9/6/2023,TRUE,11/16/2024,CUST006,Logistics,3675,APAC,CTO,47917,9,1352,49819,FALSE,6/15/2024,26,2,TRUE,47,4,114,13,1.9,4,88.8,9/26/2026,7336.3
279,Rice,Drews,rdrews7q@opera.com,Male,86.47.64.156,279,Google Ads,10/2/2024,27,TRUE,8/14/2024,FALSE,2/13/2024,FALSE,6/1/2025,CUST007,Manufacturing,8936,DACH,CTO,41618,66,4299,4255,FALSE,7/6/2025,8,6,FALSE,26,8,392,11,18.1,9,32.4,9/12/2025,43001.7
280,Immanuel,Beldham,ibeldham7r@forbes.com,Male,47.209.159.242,280,Event,12/7/2024,78,TRUE,10/4/2024,FALSE,12/7/2023,FALSE,9/6/2025,CUST010,Tech,5269,Vietnam,Consultant,26642,12,1787,3397,FALSE,7/5/2025,3,4,FALSE,42,6,332,10,45,10,87.7,7/13/2026,23989.5
281,Kelley,Dalgarno,kdalgarno7s@walmart.com,Genderfluid,188.31.142.176,281,Website,10/5/2023,78,FALSE,9/13/2024,TRUE,9/26/2023,TRUE,2/12/2024,CUST004,Retail,2422,APAC,CTO,32256,11,8663,38717,TRUE,8/30/2025,45,1,TRUE,26,2,424,4,3.8,96,8.6,10/22/2026,31569.4
282,Lennard,Hannent,lhannent7t@friendfeed.com,Male,61.148.16.89,282,Event,6/12/2024,58,TRUE,2/22/2025,TRUE,4/15/2023,TRUE,1/19/2024,CUST009,Logistics,506,DACH,CEO,36456,22,905,3722,FALSE,8/22/2024,1,9,TRUE,19,1,498,31,27.6,27,45.7,4/27/2025,47722.5
283,Dinny,De Bell,ddebell7u@aol.com,Female,48.116.2.107,283,Event,7/20/2024,71,FALSE,10/31/2023,TRUE,10/7/2025,TRUE,9/14/2025,CUST005,Retail,5595,Thailand,CTO,43300,47,3835,15248,TRUE,6/20/2024,34,6,FALSE,28,0,439,15,45.4,0,78,9/15/2026,26995.9
284,Margaretha,Phaup,mphaup7v@cisco.com,Female,171.142.139.54,284,Website,1/4/2023,56,FALSE,12/15/2025,TRUE,11/14/2025,FALSE,11/10/2025,CUST005,Finance,3190,US,Head of Ops,40964,63,3402,8180,FALSE,3/7/2024,25,4,TRUE,32,7,404,45,29.9,43,58.1,6/27/2025,18875.9
285,Rich,Nudde,rnudde7w@zimbio.com,Male,209.1.90.33,285,Website,8/4/2024,12,TRUE,2/5/2025,FALSE,2/22/2023,TRUE,7/30/2024,CUST009,Tech,497,Vietnam,CEO,49188,77,8751,8233,TRUE,5/25/2024,0,1,FALSE,33,1,223,11,20.1,27,42.4,10/3/2025,43116.3
286,Ivory,Harrold,iharrold7x@ning.com,Female,56.239.244.162,286,Google Ads,1/10/2023,47,TRUE,3/3/2025,FALSE,11/17/2023,FALSE,7/15/2024,CUST003,Manufacturing,5466,US,Consultant,41837,51,5401,8762,FALSE,10/19/2024,44,0,FALSE,31,9,364,23,49.7,2,40.3,4/11/2025,33244.3
287,Fredric,Fogt,ffogt7y@prweb.com,Male,198.241.72.4,287,LinkedIn,12/6/2024,94,TRUE,10/31/2024,TRUE,12/2/2025,TRUE,12/22/2024,CUST008,Logistics,2155,Thailand,CTO,14921,96,3359,2575,TRUE,9/7/2025,16,8,TRUE,4,5,393,22,19.8,14,94.4,7/24/2025,30073.6
288,Aldric,Landrean,alandrean7z@diigo.com,Male,119.155.184.181,288,LinkedIn,6/21/2023,100,TRUE,3/25/2025,FALSE,9/2/2024,FALSE,8/23/2025,CUST007,Tech,6193,US,CTO,22,49,1587,20862,FALSE,12/21/2024,22,6,FALSE,36,0,416,14,38.8,87,46.5,7/29/2026,23825
289,Beverlie,Schlag,bschlag80@netvibes.com,Female,241.53.151.181,289,Event,11/14/2023,7,FALSE,7/27/2023,FALSE,7/2/2024,FALSE,7/14/2024,CUST002,Logistics,7940,APAC,CTO,14328,86,1700,44893,TRUE,11/21/2025,22,10,TRUE,43,4,286,18,33.3,80,49.4,3/16/2026,1816.2
290,Katlin,Farrent,kfarrent81@merriam-webster.com,Female,11.13.157.116,290,LinkedIn,9/26/2023,52,TRUE,1/31/2023,FALSE,6/18/2024,TRUE,8/21/2024,CUST004,Manufacturing,644,APAC,CTO,24687,30,2781,6669,FALSE,4/7/2024,7,7,FALSE,27,2,165,12,18.9,24,70,4/4/2025,37206.1
291,Danya,Ingre,dingre82@themeforest.net,Female,149.162.235.159,291,Event,8/2/2023,96,TRUE,10/14/2023,TRUE,8/12/2023,TRUE,3/9/2025,CUST008,Manufacturing,4588,Thailand,Consultant,13209,90,4989,49299,TRUE,7/9/2025,38,3,TRUE,50,6,323,24,39.4,4,17.1,1/27/2025,33338.1
292,Coop,Bruyett,cbruyett83@zimbio.com,Male,211.193.176.87,292,Website,12/20/2024,67,TRUE,12/18/2025,FALSE,6/7/2025,FALSE,3/9/2025,CUST003,Logistics,5414,Vietnam,Consultant,45618,33,4752,37230,TRUE,6/5/2025,7,5,TRUE,23,3,464,30,21.8,89,15.1,1/25/2025,1777
293,Corri,Kauble,ckauble84@gizmodo.com,Female,141.237.102.29,293,Google Ads,11/10/2024,94,TRUE,10/7/2025,FALSE,6/17/2023,FALSE,10/17/2025,CUST006,Finance,9955,Thailand,CTO,47553,100,4950,45816,TRUE,3/11/2025,0,1,FALSE,33,2,210,17,21.9,30,1,12/30/2026,3744.4
294,Alessandro,Sorensen,asorensen85@hatena.ne.jp,Male,148.255.105.151,294,Event,1/4/2024,66,FALSE,4/2/2025,TRUE,7/29/2025,FALSE,3/12/2025,CUST008,Retail,3476,DACH,CEO,47842,42,2281,24530,TRUE,6/20/2024,26,1,TRUE,37,3,276,30,22.4,20,95.7,2/5/2026,22514
295,Isahella,Whitewood,iwhitewood86@illinois.edu,Female,81.207.142.218,295,Website,2/14/2024,50,FALSE,1/31/2023,TRUE,9/3/2025,FALSE,7/4/2024,CUST010,Retail,7571,DACH,CEO,12508,54,8167,11566,TRUE,8/22/2024,14,8,TRUE,36,2,386,23,35.3,67,67.4,9/14/2025,19928.1
296,Gustavus,Bonsall,gbonsall87@naver.com,Male,121.164.112.242,296,LinkedIn,12/2/2024,70,TRUE,4/11/2024,FALSE,11/5/2025,FALSE,7/9/2025,CUST007,Logistics,1401,Vietnam,CEO,9643,70,9520,47377,FALSE,2/2/2025,19,10,FALSE,21,9,445,22,15.5,78,68,5/12/2026,27369.8
297,Faith,Kegan,fkegan88@homestead.com,Female,139.60.120.216,297,Google Ads,2/9/2023,36,TRUE,8/13/2024,TRUE,6/16/2024,FALSE,9/2/2024,CUST010,Tech,3545,Thailand,CTO,21558,36,1961,46324,FALSE,2/15/2025,15,5,FALSE,33,10,290,44,28.7,60,87.9,6/13/2026,27696.9
298,Paulie,Crowne,pcrowne89@sitemeter.com,Female,119.33.197.235,298,Google Ads,1/25/2023,13,TRUE,6/28/2025,FALSE,4/5/2024,TRUE,6/22/2024,CUST006,Logistics,4602,Vietnam,CEO,29458,7,7774,23016,TRUE,12/4/2025,14,5,FALSE,37,4,495,13,1.2,25,57.1,2/19/2026,29728.6
299,Debby,Truwert,dtruwert8a@mapquest.com,Female,44.249.101.36,299,Website,3/17/2023,58,TRUE,4/23/2025,FALSE,2/22/2023,FALSE,3/8/2024,CUST006,Logistics,4345,US,CTO,44637,89,8463,41822,FALSE,3/6/2024,39,2,TRUE,33,4,269,46,7.4,81,99,4/18/2025,44116.5
